tmdb_id,Unnamed: 0,budget,id,imdb_id,overview,popularity,release_date,revenue,runtime,title,vote_average,vote_count,belongs_to_collection,production_companies,production_countries,spoken_languages,adult_False,original_language_af,original_language_ar,original_language_bg,original_language_bn,original_language_bs,original_language_cn,original_language_cs,original_language_da,original_language_de,original_language_el,original_language_en,original_language_es,original_language_fa,original_language_fi,original_language_fr,original_language_he,original_language_hi,original_language_hu,original_language_id,original_language_it,original_language_ja,original_language_ka,original_language_ko,original_language_ku,original_language_ky,original_language_lv,original_language_nb,original_language_nl,original_language_no,original_language_pl,original_language_pt,original_language_ro,original_language_ru,original_language_sq,original_language_sr,original_language_sv,original_language_ta,original_language_te,original_language_tl,original_language_tr,original_language_uk,original_language_wo,original_language_xx,original_language_zh,genres_Action,genres_Adventure,genres_Animation,genres_Comedy,genres_Crime,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Foreign,genres_History,genres_Horror,genres_Music,genres_Mystery,genres_Romance,genres_Science Fiction,genres_TV Movie,genres_Thriller,genres_War,genres_Western
49207,13,0,r+2010,tt1434443,"The R of the title stands for the young protagonist, Rune, fearlessly played by Pilou Asbæk. Imprisoned for violent assault, he's a cocky, good-looking young man placed in the hardcore ward, where his survival depends on quickly learning the prison's parallel world of rules, honor, and obligations. R also stands for Rachid, a young Muslim prisoner who becomes Rune's friend and accomplice, defying the rigid racial stratifications among the inmates.",0.866556,2010-04-22,0,99,R,6.6,15,,Nordisk Film,Denmark,العربية,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,14,747000,the+bride+wore+black+1968,tt0061955,"Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal ? What is her purpose?",2.775402,1968-03-22,44566,107,The Bride Wore Black,7.3,41,,Les Films du Carrosse,France,Français,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9101,15,0,down+periscope+1996,tt0116130,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",5.184977,1996-03-01,0,92,Down Periscope,5.6,110,,Twentieth Century Fox Film Corporation,United States of America,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30054,16,0,the+tin+star+1957,tt0051087,An experienced bounty hunter helps a young sheriff learn the meaning of his badge.,2.119657,1957-10-23,0,93,The Tin Star,7.0,20,,Paramount Pictures,United States of America,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18775,17,0,demon+seed+1977,tt0075931,"A scientist creates Proteus, an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creators wife.",4.578201,1977-04-07,0,94,Demon Seed,5.9,57,,Metro-Goldwyn-Mayer (MGM),United States of America,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160758,18,0,a+dangerous+place+2012,tt1155588,"An innocent woman, Claire Scully is drawn into a terrorist plot to kill people through the mail using a deadly strain of TB.",0.16805499999999998,2012-11-30,0,95,A Dangerous Place,1.0,1,,Corrado Schoner Productions,United States of America,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18857,19,0,crime+story+1993,tt0108656,"A special agent assigned to protect a wealthy business magnate. However, when the businessman is kidnapped in a daring ambush, he teams up with a seasoned detective to crack the case. But soon he discovers the case isn't that simple.",6.188664,1993-06-24,194720,103,Crime Story,6.7,39,,Golden Harvest Company,Hong Kong,广州话 / 廣州話,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25471,20,0,the+king+of+masks+1997,tt0115669,Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art.,2.2917240000000003,1997-12-20,1,91,The King of Masks,7.8,12,,Shaw Brothers,China,普通话,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,21,5000000,billy+elliot+2000,tt0249462,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",12.158424,2000-05-18,110000000,110,Billy Elliot,7.4,774,,BBC Films,France,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274868,22,0,the+tic+code+2000,tt0165986,"A 10 year old gifted boy wants to be a jazz pianist much to the chagrin of his more classical oriented piano instructor. With his mother's help, he is an underage regular at a local nightspot, where he is teamed up with a sax superstar. Both come to learn that each suffers from Tourette's Syndrome (thus the film title). The older man has developed mannerisms to cover up his own fallibilities and resents the boy and his mother's acceptance of the disease.",0.938948,2000-06-01,0,91,The Tic Code,1.0,1,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70423,23,0,crisscross+1992,tt0104027,"Set in 1969, a twelve-year-old grows up in Key West with his mother, who is paying the bills by stripping at the local topless bar. The boy finds out about her activities and tries to convince her to stop, to no avail. A local restaurant owner hires him to collect fish from a boat out in the bay, and the boy discovers that the restaurant owner is using the fish to bring drugs in to shore. He steals one load and goes about selling it so his mother can afford to quit her job.",0.015894,1992-05-08,0,100,CrissCross,6.3,8,,Metro-Goldwyn-Mayer (MGM),United States of America,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130633,24,0,i+accuse+1938,tt0031503,"After serving in the trenches of World War I, Jean Diaz recoils with such horror that he renounces love and personal pleasure to immerse himself in scientific research, seeking a machine to prevent war. He thinks he has succeeded, but the government subverts his discovery, and Europe slides with seeming inevitability toward World War II. In desperation, Diaz summons the ghosts of the war dead from the graves and fields of France to give silent, accusing protest.",0.228809,1938-01-23,0,95,I Accuse,6.0,2,,,,Français,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
