,adult,budget,id,imdb_id,original_language,overview,popularity,release_date,revenue,runtime,title,tmdb_id,vote_average,vote_count,belongs_to_collection,genres,production_companies,production_countries,spoken_languages
1861,False,0,hamlet+1980,tt0080835,en,"Hamlet comes home from university to find his uncle married to his mother, and his father's ghost haunting the battlements and scaring the watch. Then his father's ghost directs him to seek revenge.",0.48737,1980-05-25,0,210,Hamlet,106848,4.0,3,,Drama,,,
1862,False,7000000,the+serpent+and+the+rainbow+1988,tt0096071,en,"A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug, the cynical scientist enters the rarely seen netherworld of walking zombies, blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti, it's a frightening excursion into black magic and the supernatural.",7.791952,1988-02-05,19595031,98,The Serpent and the Rainbow,11503,6.2,120,,Horror,Universal Pictures,United States of America,English
1863,False,3000,chelsea+girls+1966,tt0061465,en,"Lacking a formal narrative, Warhol's art house classic follows various residents of the Chelsea Hotel in 1966 New York City, presented in a split screen with a single audio track in conjunction with one side of screen.",0.505098,1966-09-15,0,210,Chelsea Girls,1686,6.6,6,,,,United States of America,English
1864,False,0,misconception+2014,tt3108430,en,"For almost 50 years, the world's population has grown at an alarming rate, raising fears about strains on the Earth's resources. But how true are these claims? Taking cues from statistics guru Hans Rosling, Misconception offers a provocative glimpse at how the world—and women in particular— are tackling a subject at once personal and global. Following three individuals, director Jessica Yu focuses on the human implications of this highly charged political issue, inspiring a fresh look at the consequences of population growth. In English, Hindi, Mandarin, and Russian with subtitles.",0.014121,2014-04-21,0,93,Misconception,264767,0.0,0,,Documentary,,United States of America,English
1865,False,150000,tadpole+2002,tt0271219,en,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",9.203416,2002-11-01,2891288,78,Tadpole,39141,5.5,19,,Comedy,IFC Productions,United States of America,English
1866,False,0,the+deal+2003,tt0381131,en,"It is approaching an election in the UK when the leader of the Labour party, John Smith, suffers another in a line of heart attacks and dies. With the leadership campaign about to start the clear choice appears to be Gordon Brown, a stanch Scotsman. However Tony Blair is also beginning to appear more likely as he will appeal to Southern voters who would be turned off by Brown. Blair rings Brown to arrange a meeting to discuss which will go for the job. The film flashbacks to the start of their relationship, sharing an office in Westminster on their first seats.",0.970579,2003-09-28,0,90,The Deal,43699,6.0,9,,Comedy,,United Kingdom,English
1867,False,2380000,this+is+england+2006,tt0480025,en,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.",2.514638,2006-09-12,8176544,101,This Is England,11798,7.4,370,,Drama,EM Media,United Kingdom,English
1868,False,0,my+wife+is+a+gangster+2001,tt0296696,ko,"Eunjin who is a living legend among the gangsters dominates the male-centered underworld wielding only a pair of her trademark blades. One day, Eun-jin finds her sister from whom she was separated at an orphanage during childhood, and her sister tells Eun-jin that her last dying wish is to see that Eun-jin gets married.",1.787893,2001-09-28,0,110,My Wife Is a Gangster,21707,6.1,15,,Action,,South Korea,한국어/조선말
1869,False,0,strange+brew+1983,tt0086373,en,"Something is rotten at the Elsinore Brewery. Bob and Doug Mackenzie (as seen on SCTV) help the orphan Pam regain the brewery founded by her recently-deceased father. But to do so, they must confront the suspicious Brewmeister Smith and two teams of vicious hockey players.",2.954184,1983-08-26,0,90,Strange Brew,12921,6.2,53,,Comedy,Metro-Goldwyn-Mayer (MGM),Canada,English
1870,False,350000,desert+hearts+1985,tt0089015,en,The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.,1.553107,1985-10-01,2400000,96,Desert Hearts,294,6.7,21,,Drama,The Samuel Goldwyn Company,United States of America,English
1871,False,0,prime+suspect+3+1993,tt0106104,en,"Assigned to a Vice squad, Detective Jane Tennison investigates a child murder and discovers a sinister link to the police.  Detective Chief Inspector Jane Tennison moves to a new district and is put in charge of a vice investigation instead of homicide. But soon a homicide case impinges on her new job when a very young male prostitute is murdered in the apartment of Vera Reynolds, a female impersonator. Soon Jane is on the trail of the boy's brutal young pimp (played by David Thewlis). But her investigation is complicated by the Old Boy's Network, which is spying on her and is more concerned with preventing scandal than bringing the villain to justice.",1.354621,1993-12-19,0,207,Prime Suspect 3,202043,7.1,12,,Crime,Granada Television,United Kingdom,English
1872,False,0,the+wrecking+crew+2008,tt1185418,en,"A celebration of the musical work of a group of session musicians known as ""The Wrecking Crew"", a band that provided back-up instrumentals to such legendary recording artists as Frank Sinatra, The Beach Boys and Bing Crosby.",4.34739,2008-03-11,0,101,The Wrecking Crew,70027,7.3,26,,Music,Lunch Box Entertainment,United States of America,English
1873,False,0,street+of+shame+1956,tt0048933,ja,"Akasen Chitai [Red Light District, aka Street of Shame] sadly, the very last film by Kenji Mizoguchi (Sansho Dayu, Ugetsu Monogatari) presents a vivid portrait of prostitution in 1950s Japan. In a Tokyo brothel named Dreamland an obvious irony given the faded hopes of those who work there the lives of five prostitutes intersect. Each has a very different story for how they entered the profession, but what they share is the struggle to make sense of the red light district and its cycle of exploitation. Filmed shortly before the Japanese government's introduction of an anti-prostitution bill, Akasen Chitai is a compelling study of women torn between financial necessity and questions of conscience.",1.861653,1956-03-18,0,87,Street of Shame,43255,7.7,28,,Drama,Daiei Studios,Japan,日本語
1874,False,0,three+stars+2012,tt1764282,en,"Focusing on ten Michelin 3 Star chefs, Three Stars depicts the everyday drama of life in gourmet restaurants and includes exclusive interviews and behind-the-scenes access to some of the world’s most talented chefs as they work in their gastronomic laboratories, hunt for exquisite ingredients in local markets, and gather rare edible plants along rough coastlines. It reveals the business of cooking on the highest level and highlights the various kitchen routines and culinary philosophies of chefs like Jean-Georges Vongerichten, Yannick Alléno, and Olivier Roellinger.",0.122212,2012-07-13,0,90,Three Stars,119288,6.0,3,,Foreign,,,
1875,False,0,captives+1994,tt0109374,en,"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",1.926109,1994-05-03,0,100,Captives,37667,6.0,10,,Drama,Distant Horizons,United Kingdom,English
1876,False,0,body+bags+1993,tt0106449,en,"Three tales are told, each one increasingly terrifying. The first tells the story of a woman being stalked by an axe-weilding maniac. The second is the story of a man who pays the ultimate price for a beautiful head of hair. The final tale shows what it is like to see life through the eyes of a killer.",2.954229,1993-08-07,0,94,Body Bags,31578,5.7,52,,TV Movie,Showtime Networks,United States of America,English
1877,False,0,the+guitar+2008,tt0942891,en,"The life of a woman is transformed after she is diagnosed with a terminal disease, fired from her job and abandoned by her boyfriend. Given two months to live, she throws caution to the wind to pursue her dreams.",2.074206,2008-11-07,0,95,The Guitar,16890,6.4,11,,Romance,Apple Creek Productions,United States of America,English
1878,False,0,virunga+2014,tt3455224,en,"Virunga in the Democratic Republic of the Congo is Africa’s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.",5.410939,2014-11-07,0,90,Virunga,263614,8.1,74,,Documentary,Grain Media,Congo,Français
1879,False,0,the+short+game+2013,tt2466830,en,"Each year, the world’s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sport’s next phenom.",1.537704,2013-09-20,0,100,The Short Game,169864,7.3,12,,Documentary,,,Français
1880,False,0,the+barchester+chronicles+1982,tt0086667,en,"When a crusade against the Church of England's practice of self-enrichment misfires, scandal taints the cosy community of Barchester when their local church becomes the object of a scathing, investigative report.",0.027777,1982-11-10,0,370,The Barchester Chronicles,378452,9.0,1,,,,,
1881,False,0,the+best+of+youth+2003,tt0346336,it,"Spanning four decades, from the chaotic 1960s to the present, director Marco Tullio Giordana's passionate epic 'La Meglio Gioventu' follows two Italian brothers through some of the most tumultuous events of recent Italian history.",6.040001,2003-05-19,0,366,The Best of Youth,11659,8.0,88,,Drama,Rai Cinemafiction,Italy,Italiano
1882,False,30000000,elizabeth+1998,tt0127536,en,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",7.566321,1998-09-13,82150642,124,Elizabeth,4518,7.2,346,Elizabeth Collection,Drama,Channel Four Films,United States of America,Français
1883,False,0,inherit+the+wind+1960,tt0053946,en,This gripping adaptation of the Jerome Lawrence-Robert E. Lee play examines an issue that still causes great controversy: the role religion should play in the schools.,6.302173,1960-06-24,0,128,Inherit the Wind,1908,7.6,93,,Drama,Stanley Kramer Productions,United States of America,English
1884,False,0,love+exposure+2008,tt1128075,ja,"After Yu's mother dies his father, a priest, only seems to take solace in the confessions of his sons sins causing Yu to partake in various 'sinful' activities to appease him. This is a teen love story as only the Japanese could bring us, complete with up-skirt photography, cross dressing, and bloody gore.",5.619382,2008-11-29,0,237,Love Exposure,28422,8.1,89,,Action,Omega Project,Japan,日本語
1885,False,0,foreign+correspondent+1940,tt0032484,en,"The European war was only beginning to erupt across national borders. Its titular hero, Johnny Jones, is an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, his nose for a good story promptly leading him to the crime of fascism and Nazi Germany's designs on European conquest In attempting to learn more about a seemingly noble peace effort, Jones who walks into the middle of an assassination, uncovers a spy ring, and, not entirely coincidentally, falls in love.",9.955445,1940-08-16,0,120,Foreign Correspondent,25670,7.0,86,,Mystery,United Artists,United States of America,Nederlands
1886,False,0,springtime+in+a+small+town+2002,tt0332831,zh,"In a mansion decimated during World War II, a frustrated, bored housewife, Yuwen, is torn between caring for her ailing husband and her longing for a former sweetheart, a doctor who has come to treat her husband.",0.802407,2002-09-04,0,116,Springtime in a Small Town,61485,6.2,6,,Drama,Beijing Film Studio,China,普通话
1887,False,2700000,the+city+of+violence+2006,tt0821470,ko,"Tae-su, a detective fighting organized crime, returns to his hometown for his high school friend Wang-jae's funeral. There, he meets his old friends Pil-ho, Dong-hwan and Seok-hwan and they reminisce. Suspecting something fishy about Wang-jae's death, Tae-su and Seok-hwan start investigating it, each in his own way. Their investigations lead to a land development project that Pil-ho is directing.",8.907871,2006-05-25,0,92,The City of Violence,20605,6.4,38,,Action,Weyunaegang Productions,South Korea,Deutsch
1888,False,52000000,hostage+2005,tt0340163,en,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",9.686638,2005-03-10,77944725,113,Hostage,2026,6.2,519,,Mystery,Miramax Films,Germany,English
1889,False,0,slave+girls+1967,tt0062150,en,"Leader of a tribe of amazon women, Queen Kari, has vanquished a rival tribe and rules them with savage ruthlessness and cruel arrogance. A hunter stumbles onto the enclave and falls for one of the slaves, so unleashing the anger and envy of the possessive, sadistic Queen.",1.018994,1967-02-25,0,90,Slave Girls,39308,5.1,5,,Adventure,Hammer Film Productions,United Kingdom,English
1890,False,0,the+flight+of+the+phoenix+1965,tt0059183,en,A cargo plane goes down in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for an airplane they will build to escape before their food and water run out.,4.570894,1965-12-15,0,142,The Flight of the Phoenix,10243,7.0,70,,Adventure,Twentieth Century Fox Film Corporation,United States of America,English
1891,False,0,miss+pettigrew+lives+for+a+day+2008,tt0970468,en,"Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.",5.056926,2008-03-07,16051363,92,Miss Pettigrew Lives for a Day,12178,6.8,100,,Drama,Kudos Productions Ltd.,United Kingdom,English
1892,False,0,the+moth+1980,tt0080547,pl,"This is psychological drama by Tomasz Zygadlo begins as a straightforward story. Jan (Roman Wilhelmi) is the host of a nightly talk show in which he counsels people who call in with their problems. He is dedicated to helping these lonely souls but becomes increasingly disturbed when his co-workers and supervisors at the radio station do not appreciate his program; they seem unable to grasp the importance of what he is doing. Aside from that, Jan's private life is frayed around the edges. His wife is a heavy drinker and his mistress has no comprehension about who he is or what he is doing. Jan's frustration over this lack of recognition builds to an explosive level, threatening to upset the balance of his daily life.",1e-06,1980-10-10,0,0,The Moth,155852,7.5,2,,,,,
1893,False,3500000,gerry+2002,tt0302674,en,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,3.337747,2002-01-12,0,103,Gerry,1956,6.1,69,,Mystery,Epsilon Motion Pictures,United States of America,English
1894,False,13000000,black+swan+2010,tt0947798,en,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",12.989056,2010-12-02,327803731,108,Black Swan,44214,7.3,4562,,Drama,Fox Searchlight Pictures,United States of America,English
1895,False,0,opening+night+1977,tt0079672,en,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.,4.692033,1977-12-22,0,144,Opening Night,33665,7.5,28,,Drama,Faces Distribution,United States of America,English
1896,False,28000000,walk+the+line+2005,tt0358273,en,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",11.476443,2005-09-13,186438883,136,Walk the Line,69,7.3,732,,Drama,Tree Line Films,Germany,English
1897,False,0,still+walking+2008,tt1087578,ja,"Twelve years after their beloved eldest son, Junpei, drowned while saving a stranger's life, Kyohei and Toshiko welcome their surviving children home for a family reunion. Younger son Ryota still feels that his parents resent that he isn't the one who died; his new wife, Yukari, is awkwardly meeting the rest of the family for the first time. Daughter Chinami strains to fill the uncomfortable pauses with forced cheer.",6.98658,2008-06-28,0,114,Still Walking,25050,7.5,65,,Drama,Bandai Visual Company,Japan,日本語
1898,False,4300000,the+thomas+crown+affair+1968,tt0063688,en,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",9.444818,1968-06-19,0,102,The Thomas Crown Affair,912,6.9,95,,Romance,The Mirisch Corporation,United States of America,English
1899,False,12000000,lars+and+the+real+girl+2007,tt0805564,en,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",8.025118,2007-10-12,11293663,106,Lars and the Real Girl,6615,7.1,517,,Comedy,Sidney Kimmel Entertainment,United States of America,English
1900,False,0,xingu+2012,tt2142055,pt,"In the '40s, three brothers decide to live a great adventure and enlisting in the Roncador-Xingu Expedition, which has a mission to tame the Central Brazil. The Villas Boas brothers: Orlando, 27, Claudius, 25, and Leonardo, 23, engage in a fantastic and incredible saga. Soon start to lead the expedition that opens new paths 1,500 km, navigates over 1,000 miles of unspoilt rivers, opens 19 airfields for airplanes Army, gives rise to the creation of 43 towns and 14 make contact with wild Indian tribes, unknown, as the Xavante, courageous and feared warriors, no casualties on both sides. This adventure allows the Villas Boas brothers the creation of the Xingu National Park, the first major Amerindian reservation in Brazil, the size of Belgium, transforming them into true contemporary heroes.",0.388045,2012-04-06,0,102,Xingu,107203,7.5,4,,Drama,O2 Filmes,Brazil,Português
1901,False,0,the+marriage+of+maria+braun+1979,tt0079095,de,"The Marriage of Maria Braun is a collage of the times in Germany after the war, economic miracles, and a portrait of a woman who in her circumstances wants to emancipate and have a successful and happy career.",2.617272,1979-02-20,0,116,The Marriage of Maria Braun,661,7.1,39,The BRD Collection,War,Westdeutscher Rundfunk (WDR),Germany,English
1902,False,0,naked+1993,tt0107653,en,"Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",8.665198,1993-09-14,0,131,Naked,21450,7.5,105,,Comedy,Thin Man Films,United Kingdom,English
1903,False,0,take+a+girl+like+you+1970,tt0066436,en,"Young Jenny heads to the South of England to start a new career as a school teacher. Even before she has had a chance to settle in she meets Patrick, one of the local ""lads"". Within a short time she has her hands full when a number of the local boys take a liking to her. But who will be the lucky one who wins her affections?",0.341527,1970-12-16,0,101,Take a Girl Like You,194817,5.7,6,,Comedy,Albion Film Corp. (I),United Kingdom,English
1904,False,120000000,oblivion+2013,tt1483013,en,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",14.654053,2013-04-10,286168572,124,Oblivion,75612,6.4,4862,,Action,Universal Pictures,United States of America,English
1905,False,0,hard+core+logo+1996,tt0116488,en,"Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",0.88051,1996-10-25,0,92,Hard Core Logo,21589,6.4,8,,Drama,Terminal City Pictures,Canada,English
1906,False,400000,the+killing+jar+2010,tt1270296,en,"A stranger armed with a shotgun takes seven patrons hostage in a remote roadside diner. But as the body count increases, the desperate survivors discover that one of the hostages may be even more dangerous than their captor.",0.903425,2010-02-14,0,92,The Killing Jar,43754,5.1,18,,Drama,,United States of America,English
1907,False,0,monsieur+hire+1989,tt0097904,en,"A French man spies on a lovely younger woman across the way. When he's spotted by the woman shortly after being questioned by the police about a local murder, the man simple life becomes more complicated.",1.561092,1989-05-24,0,81,Monsieur Hire,38695,7.2,29,,Crime,,France,Français
1908,False,50000000,the+book+of+life+2014,tt2262227,en,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",10.337994,2014-10-01,97437106,95,The Book of Life,228326,7.3,778,,Romance,Twentieth Century Fox Film Corporation,Mexico,English
1909,False,20000000,connie+and+carla+2004,tt0345074,en,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",9.502332,2004-04-16,11341016,98,Connie and Carla,15673,6.4,24,,Music,Universal Pictures,United States of America,English
1910,False,0,hitchcock+2012,tt0975645,en,"Hitchcock follows the relationship between director Alfred Hitchcock and his wife Alma Reville during the making of his most famous film ""Psycho"" - and the trials and tribulations the director faced from Hollywood censors.",10.841495,2012-11-22,23570541,98,Hitchcock,112336,6.3,527,,Drama,Fox Searchlight Pictures,United States of America,English
1911,False,0,racing+dreams+2010,tt1152840,en,"From go-kart champs, NASCAR winners are bred -- or so goes the thinking of the drivers (and their families) involved in the World Karting Association's National Pavement Series. This documentary follows three of the series' top contenders. Although small in stature, the adolescent racers harbor big dreams as they hit speeds of 60 to 70 miles per hour in their quest to ascend the first rung on their way to NASCAR in this film from Marshall Curry.",0.890254,2010-05-14,0,93,Racing Dreams,44671,6.8,9,,Documentary,,United States of America,English
1912,False,15000000,brainstorm+1983,tt0085271,en,Two brilliant research scientists have invented a device capable of recording and playing back sensory experiences only to have devastating results when one of them records their own death.,9.974312,1983-09-30,10219460,106,Brainstorm,15050,6.3,65,,Science Fiction,Metro-Goldwyn-Mayer (MGM),United States of America,English
1913,False,0,the+country+girl+1954,tt0046874,en,The 1954 musical film based on the play by the same name. Actress Grace Kelly won an Academy Award for Best Actress. The film tells the story of an ex-theater actor who is given one more chance to star in a musical yet his alcoholism may prevent it from happening.,2.024972,1954-05-17,0,104,The Country Girl,2438,6.7,10,,Music,Paramount Pictures,United States of America,English
1914,False,400,poolside+2012,tt2142618,en,"Two boys clean pools in the summer, and criticize  the rich folk these pools belong to.",0.088651,2012-01-01,0,15,Poolside,123634,9.0,2,,Crime,,,English
1915,False,2800000,burnt+by+the+sun+1994,tt0111579,ru,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",2.486073,1994-05-01,2616503,135,Burnt by the Sun,50797,6.7,35,Burnt by the Sun Trilogy,Drama,Canal+,France,Pусский
1916,False,0,the+pruitt-igoe+myth+2012,tt1788461,en,"Destroyed in a dramatic and highly-publicized implosion, the Pruitt-Igoe public housing complex has become a widespread symbol of failure amongst architects, politicians and policy makers. The Pruitt-Igoe Myth explores the social, economic and legislative issues that led to the decline of conventional public housing in America, and the city centers in which they resided, while tracing the personal and poignant narratives of several of the project's residents. In the post-War years, the American city changed in ways that made it unrecognizable from a generation earlier, privileging some and leaving others in its wake. The next time the city changes, remember Pruitt-Igoe.",1.371394,2012-01-20,0,79,The Pruitt-Igoe Myth,84407,6.9,7,,Documentary,,,
1917,False,0,danika+2006,tt0469062,en,"The story follows Danika, a woman whose fears for her children are manifested in premonitions of death and disaster. Bierko plays Tomei's husband, while Hall is her psychiatrist and confidant.",10.488933,2006-01-01,0,79,Danika,22105,5.4,23,,Drama,Blue Omega Entertainment,United States of America,English
1918,False,0,compulsion+1959,tt0052700,en,"Two close friends, arrogantly and without remorse, kidnap and murder a young boy. They are caught and put to trial where their larger-than-life defense lawyer blames the Establishment for their actions.",1.240376,1959-04-01,0,103,Compulsion,35921,6.8,23,,Crime,Twentieth Century Fox Film Corporation,United States of America,English
1919,False,0,a+dry+white+season+1989,tt0097243,en,"Taking place during the 1976 Soweto uprising, the story follows a white school teacher whose life and values are threatened when he asks questions about the death of a young black boy who died in police custody.",2.868585,1989-01-01,0,97,A Dry White Season,32075,6.5,23,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
1920,False,0,signs+of+life+1968,tt0063218,de,"During World War II, three German soldiers are withdrawn from combat when one of them, Stroszek, is wounded. They are assigned to a small coastal community on the Greek island of Kos while Stroszek recuperates. The men become increasingly stir crazy in their uneventful new assignment. Stroszek eventually goes mad.",1.245559,1968-07-05,0,91,Signs of Life,67217,6.5,8,,Drama,Werner Herzog Filmproduktion,Germany,Deutsch
1921,False,0,angel+1982,tt0083560,en,"Saxophonist Danny witnesses the murder of his band manager and a deaf-mute girl after a gig. Questioned by the police, he remembers only the orthopedic shoes of the killers' leader. So begins his quest to avenge her. He seeks an answer to the simple question 'Why?' but finds only more, and deeper, questions which resonate with the wider context of 'the Troubles', the inter-communal strife gripping the modern-day Northern Ireland which is the film's setting.",0.23401,1982-09-18,0,92,Angel,125769,4.8,5,,Drama,Channel Four Films,Ireland,English
1922,False,90000000,the+expendables+3+2014,tt2333784,en,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",14.753545,2014-08-04,206172544,127,The Expendables 3,138103,6.1,1830,The Expendables Collection,Action,Davis-Films,France,English
1923,False,0,wattstax+1973,tt0070902,en,Wattstax is the 1973 documentary film about the Afro-American Woodstock concert held in Los Angeles seven years after the Watts riots. Director Mel Stuart mixes footage from the concert with footage of the living conditions in the current day Watts neighborhood. The film won the Golden Globe for Best Documentary Film.,1.832365,1973-02-04,0,98,Wattstax,2261,7.8,5,,Music,Wolper Productions,United States of America,English
1924,False,6000000,raising+arizona+1987,tt0093822,en,The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.,14.011415,1987-03-01,29180280,94,Raising Arizona,378,7.2,548,,Comedy,Twentieth Century Fox Film Corporation,United States of America,English
1925,False,0,every-night+dreams+1933,tt0024793,ja,"In the formally ravishing Every-Night Dreams, set in the dockside neighborhoods of Tokyo, a single mother works tirelessly as a Ginza bar hostess to ensure a better life for her young son—until her long-lost husband returns.",0.342271,1933-06-08,0,64,Every-Night Dreams,126516,7.4,5,,Drama,Shochiku Company,Japan,日本語
1926,False,0,orderly+or+disorderly+1981,tt0082050,fa,"A sense of order is the necessary basis of any good social organisation. To illustrate this axiom, Kiarostami presents a series of paired scenes in this educational short film in which the same action is first shown in an organised way and then in an anarchic one. The film crew, however, finds it difficult to organise disorder.",0.088427,1981-01-01,0,17,Orderly or Disorderly,154413,4.5,2,,Drama,,Iran,فارسی
1927,False,0,late+autumn+1960,tt0053579,ja,The great actress and Ozu regular Setsuko Hara plays a mother gently trying to persuade her daughter to marry in this glowing portrait of family love and conflict—a reworking of Ozu’s 1949 masterpiece Late Spring.,1.457156,1960-11-13,0,128,Late Autumn,21967,7.7,15,,Drama,Shôchiku Eiga,Japan,日本語
1928,False,0,life+is+rosy+1987,tt0094265,fr,A young man with dreams of pursuing a career in music moves form his small village to  the capital. Along the way he falls head over heels for a woman - the same woman his boss is also pursuing for his own reasons.,0.514363,1987-11-17,0,80,Life is Rosy,202425,6.5,2,,Music,Stéphan Films,Belgium,Français
1929,False,0,girls+town+1996,tt0116418,en,"Four women, Patti, Emma, Angela, and Nicki are completing their last year of high school. Unfortunately for the group, one of their own, Nicki, unexpectedly commits suicide. The three remaining women, upon finding out that Nicki had been raped before she died, begin to talk to each other about the ways in which they are oppressed by the men in their lives. They begin to fight together, taking revenge on Emma's rapist, Patti's abusive ex-boyfriend, and finally, Nicki's rapist.",0.635669,1996-08-21,0,90,Girls Town,110513,5.2,3,,Comedy,,United States of America,English
1930,False,8000000,a+rage+in+harlem+1991,tt0102749,en,"A beautiful black gangster's moll flees to Harlem with a trunkload of gold after a shootout, unaware that the rest of the gang, and a few other unsavoury characters, are on her trail. A pudgy momma's boy becomes the object of her affections and the unlikely hero of the tale.",2.404818,1991-05-03,10400000,115,A Rage in Harlem,41780,5.8,17,,Crime,Miramax Films,United Kingdom,English
